title,price,price_text,url,timestamp
Data Science Analytics Funny Got Data? T-Shirt T-Shirt,14.99,$14.99,https://www.amazon.com/Data-Science-Analytics-Funny-T-Shirt/dp/B07PB9XYH8,2026-03-23 18:26:25.123530
